MI_FEC_DATO;NUM_SEC_AC;MI_FEC_LIQ_IN_D_C;MI_PER_LIQ_IN_D_C;MI_COD_INT_D;DUD_SDO_DOT_TOTAL;MI_SDO_DEU_N_VDO_P;MI_FEC_CONST;MI_FEC_VTO;MI_CONT_DIA;MI_CURVA_DES;COD_NUMRCO_MONEDA;MI_VALOR_CONT;MI_SDO_COST_AMOR;MI_CONT_VR;MI_SDO_VM;MI_PORC_IN_DEU_UL;MI_DIF_INT_DEU;MI_CRV_REV_INT_DEU;MI_FRE_REV_INT_DEU;MI_PORC_IN_MIN_DEU;MI_PORC_IN_MAX_DEU;MI_FEC_REV_INT_DEU;MI_PER_REV_INT_DEU;MI_LAG_REV_INT_DEU;MI_FEC_AMORT;MI_FREC_AMORT;MI_SDO_AMORT;SGM_LQ_LCR;COD_ECV_AC;MI_PRDO_CRCIA;MI_CRCIA
2024-09-30;1111111137;2025-01-30;8M;Fijo;848278;848278;2012-09-30;2039-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;848178;Flujos de saldo;848178;3.810;1.82;;;0.08;999999999999999.00;2900-12-31;;;2025-01-30;8M;170.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111138;2025-03-30;7M;Variable;581885;581885;2020-09-30;2030-09-30;Actual/360;EURIBOR;EUR;Valor razonable;581785;Otros ingresos;581785;1.340;1.86;EURIBOR;3M;0.2;999999999999999.00;2025-03-30;2M;9M;2025-03-30;11M;547.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111139;2025-03-02;5M;Fijo;475228;475228;2020-09-30;2025-09-30;30/365;EURIBOR;EUR;Coste amortizado;475128;P/G;475128;1.420;1.21;;;0.07;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111140;2024-11-30;2M;Variable;170544;170544;2017-09-30;2034-09-30;30/360;EURIBOR;EUR;Valor razonable;170444;Flujos de saldo;170444;2.660;0.36;EURIBOR;4M;999999999999999.00;2.77;2024-11-30;7M;10M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111141;2025-06-30;10M;Fijo;181292;181292;2023-09-30;2036-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;181192;Otros ingresos;181192;3.650;0.33;;;999999999999999.00;0.96;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111142;2024-12-30;5M;Variable;390390;390390;2009-09-30;2036-09-30;30/365;EURIBOR;EUR;Valor razonable;390290;P/G;390290;3.140;1.86;EURIBOR;1M;0.05;1.83;2024-12-30;7M;10M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111143;2025-01-30;6M;Fijo;330676;330676;2018-09-30;2033-09-30;Actual/Actual;EURIBOR;EUR;Coste amortizado;330576;Flujos de saldo;330576;0.640;0.89;;;999999999999999.00;999999999999999.00;2900-12-31;;;2025-01-30;6M;756.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111144;2025-03-02;6M;Variable;702679;702679;2010-09-30;2031-09-30;Actual/365;EURIBOR;EUR;Valor razonable;702579;Otros ingresos;702579;3.410;0.71;EURIBOR;3M;999999999999999.00;999999999999999.00;2025-03-02;6M;3M;2025-03-02;10M;961.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111145;2025-06-30;10M;Fijo;98035;98035;2017-09-30;2031-09-30;Actual/360;LIBOR;GBP;Coste amortizado;97935;P/G;97935;0.090;0.78;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111146;2024-11-30;4M;Variable;260837;260837;2011-09-30;2036-09-30;30/365;LIBOR;GBP;Valor razonable;260737;Flujos de saldo;260737;2.060;0.75;LIBOR;10M;0.08;999999999999999.00;2024-11-30;8M;9M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111147;2024-10-30;1M;Fijo;36834;36834;2022-09-30;2031-09-30;30/360;LIBOR;GBP;Coste amortizado;36734;Otros ingresos;36734;4.780;1.27;;;0.09;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111148;2024-10-30;3M;Variable;206238;206238;2016-09-30;2025-09-30;Actual/365;LIBOR;GBP;Valor razonable;206138;P/G;206138;0.350;1.24;LIBOR;9M;0.07;999999999999999.00;2024-10-30;1M;6M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111149;2024-10-30;1M;Fijo;783443;783443;2011-09-30;2031-09-30;30/365;LIBOR;GBP;Coste amortizado;783343;Flujos de saldo;783343;4.960;0.12;;;999999999999999.00;4.17;2900-12-31;;;2024-10-30;5M;153.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111150;2024-12-30;6M;Variable;387620;387620;2022-09-30;2036-09-30;Actual/Actual;LIBOR;GBP;Valor razonable;387520;Otros ingresos;387520;4.140;1.38;LIBOR;2M;999999999999999.00;0.91;2024-12-30;11M;10M;2024-12-30;11M;807.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111151;2024-11-30;3M;Fijo;481260;481260;2017-09-30;2033-09-30;Actual/365;LIBOR;GBP;Coste amortizado;481160;P/G;481160;0.640;1.70;;;0.17;4.58;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111152;2024-10-30;1M;Variable;651315;651315;2018-09-30;2025-09-30;Actual/360;LIBOR;GBP;Valor razonable;651215;Flujos de saldo;651215;2.920;0.41;LIBOR;9M;999999999999999.00;999999999999999.00;2024-10-30;6M;8M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111153;2024-10-30;1M;Fijo;167655;167655;2016-09-30;2034-09-30;30/365;LIBOR;GBP;Coste amortizado;167555;Otros ingresos;167555;3.690;1.09;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111154;2024-10-30;4M;Variable;837375;837375;2019-09-30;2025-09-30;30/360;LIBOR;GBP;Valor razonable;837275;P/G;837275;4.400;1.38;LIBOR;4M;999999999999999.00;999999999999999.00;2024-10-30;4M;2M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111155;2024-10-30;2M;Fijo;603544;603544;2009-09-30;2034-09-30;Actual/365;LIBOR;GBP;Coste amortizado;603444;Flujos de saldo;603444;1.260;0.69;;;0.04;999999999999999.00;2900-12-31;;;2024-10-30;9M;879.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111156;2025-03-02;8M;Variable;16758;16758;2023-09-30;2030-09-30;30/365;LIBOR;GBP;Valor razonable;16658;Otros ingresos;16658;2.720;1.50;LIBOR;2M;0.07;999999999999999.00;2025-03-02;3M;6M;2025-03-02;7M;634.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111157;2024-10-30;1M;Fijo;881515;881515;2022-09-30;2037-09-30;Actual/Actual;LIBOR;GBP;Coste amortizado;881415;P/G;881415;4.870;1.95;;;0.13;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111158;2024-10-30;2M;Variable;732649;732649;2011-09-30;2030-09-30;Actual/365;LIBOR;GBP;Valor razonable;732549;Flujos de saldo;732549;4.200;1.72;LIBOR;6M;999999999999999.00;3.86;2024-10-30;6M;6M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111159;2024-11-30;4M;Fijo;643632;643632;2013-09-30;2036-09-30;Actual/360;LIBOR;GBP;Coste amortizado;643532;Otros ingresos;643532;1.760;0.46;;;999999999999999.00;2.89;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111160;2025-03-30;6M;Variable;822050;822050;2021-09-30;2027-09-30;30/365;LIBOR;GBP;Valor razonable;821950;P/G;821950;3.080;0.96;LIBOR;2M;0.08;3.42;2025-03-30;6M;8M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111161;2024-12-30;3M;Fijo;964003;964003;2012-09-30;2034-09-30;30/360;LIBOR;GBP;Coste amortizado;963903;Flujos de saldo;963903;4.780;1.22;;;999999999999999.00;999999999999999.00;2900-12-31;;;2024-12-30;2M;33.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111162;2024-10-30;4M;Variable;497317;497317;2010-09-30;2036-09-30;Actual/365;LIBOR;GBP;Valor razonable;497217;Otros ingresos;497217;4.220;0.73;LIBOR;8M;999999999999999.00;999999999999999.00;2024-10-30;2M;7M;2024-10-30;1M;851.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111163;2025-01-30;9M;Fijo;795249;795249;2011-09-30;2031-09-30;30/365;LIBOR;GBP;Coste amortizado;795149;P/G;795149;4.730;0.27;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111164;2025-03-30;9M;Variable;15238;15238;2009-09-30;2028-09-30;Actual/Actual;LIBOR;GBP;Valor razonable;15138;Flujos de saldo;15138;1.610;0.25;LIBOR;4M;0.03;999999999999999.00;2025-03-30;9M;8M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111165;2024-11-30;2M;Fijo;966741;966741;2015-09-30;2036-09-30;Actual/365;LIBOR;GBP;Coste amortizado;966641;Otros ingresos;966641;3.670;0.18;;;0.17;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111166;2025-03-02;7M;Variable;539544;539544;2011-09-30;2036-09-30;Actual/360;LIBOR;GBP;Valor razonable;539444;P/G;539444;0.260;0.88;LIBOR;9M;0.14;999999999999999.00;2025-03-02;1M;7M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111167;2025-03-02;5M;Fijo;699224;699224;2014-09-30;2033-09-30;30/365;LIBOR;GBP;Coste amortizado;699124;Flujos de saldo;699124;2.390;0.97;;;999999999999999.00;4.6;2900-12-31;;;2025-03-02;4M;802.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111168;2024-11-30;7M;Variable;62025;62025;2015-09-30;2027-09-30;30/360;LIBOR;GBP;Valor razonable;61925;Otros ingresos;61925;0.430;0.98;LIBOR;10M;999999999999999.00;1.82;2024-11-30;3M;4M;2024-11-30;11M;530.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111169;2025-07-30;10M;Fijo;38171;38171;2010-09-30;2026-09-30;Actual/365;LIBOR;GBP;Coste amortizado;38071;P/G;38071;3.440;1.10;;;0.11;2.69;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111170;2025-01-30;4M;Variable;398160;398160;2013-09-30;2026-09-30;30/365;LIBOR;GBP;Valor razonable;398060;Flujos de saldo;398060;4.000;0.60;LIBOR;7M;999999999999999.00;999999999999999.00;2025-01-30;2M;7M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111171;2024-10-30;2M;Fijo;300817;300817;2023-09-30;2025-09-30;Actual/Actual;LIBOR;GBP;Coste amortizado;300717;Otros ingresos;300717;1.600;1.92;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111172;2024-12-30;5M;Variable;313950;313950;2014-09-30;2036-09-30;Actual/365;LIBOR;GBP;Valor razonable;313850;P/G;313850;4.620;0.71;LIBOR;1M;999999999999999.00;999999999999999.00;2024-12-30;5M;7M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111173;2024-11-30;5M;Fijo;31183;31183;2012-09-30;2025-09-30;Actual/360;LIBOR;GBP;Coste amortizado;31083;Flujos de saldo;31083;4.460;1.84;;;0.06;999999999999999.00;2900-12-31;;;2024-11-30;2M;297.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111174;2024-12-30;3M;Variable;279779;279779;2015-09-30;2031-09-30;30/365;LIBOR;GBP;Valor razonable;279679;Otros ingresos;279679;1.610;0.47;LIBOR;3M;0.19;999999999999999.00;2024-12-30;2M;4M;2024-12-30;1M;451.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111175;2025-03-30;7M;Fijo;928999;928999;2019-09-30;2031-09-30;30/360;LIBOR;GBP;Coste amortizado;928899;P/G;928899;3.820;1.28;;;0.04;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111176;2025-06-30;11M;Variable;571513;571513;2013-09-30;2036-09-30;Actual/365;LIBOR;GBP;Valor razonable;571413;Flujos de saldo;571413;0.430;0.86;LIBOR;4M;999999999999999.00;4.62;2025-06-30;7M;7M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111177;2024-12-30;3M;Fijo;992072;992072;2016-09-30;2039-09-30;30/365;LIBOR;GBP;Coste amortizado;991972;Otros ingresos;991972;3.890;1.76;;;999999999999999.00;1.66;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111178;2024-10-30;1M;Variable;324078;324078;2015-09-30;2029-09-30;Actual/Actual;LIBOR;GBP;Valor razonable;323978;P/G;323978;4.340;0.94;LIBOR;8M;0.01;0.76;2024-10-30;7M;3M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111179;2025-03-02;8M;Fijo;479400;479400;2020-09-30;2026-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;479300;Flujos de saldo;479300;2.790;0.78;;;999999999999999.00;999999999999999.00;2900-12-31;;;2025-03-02;1M;563.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111180;2025-01-30;8M;Variable;376425;376425;2022-09-30;2026-09-30;Actual/360;EURIBOR;EUR;Valor razonable;376325;Otros ingresos;376325;2.480;1.30;EURIBOR;6M;999999999999999.00;999999999999999.00;2025-01-30;6M;4M;2025-01-30;11M;944.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111181;2024-12-30;11M;Fijo;91687;91687;2020-09-30;2035-09-30;30/365;EURIBOR;EUR;Coste amortizado;91587;P/G;91587;2.420;0.01;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111182;2024-12-30;4M;Variable;249647;249647;2014-09-30;2039-09-30;30/360;EURIBOR;EUR;Valor razonable;249547;Flujos de saldo;249547;0.020;0.46;EURIBOR;9M;0.11;999999999999999.00;2024-12-30;4M;2M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111183;2024-10-30;3M;Fijo;387843;387843;2013-09-30;2033-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;387743;Otros ingresos;387743;1.460;0.77;;;0.19;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111184;2024-10-30;3M;Variable;760818;760818;2012-09-30;2025-09-30;30/365;EURIBOR;EUR;Valor razonable;760718;P/G;760718;1.440;1.04;EURIBOR;11M;0.06;999999999999999.00;2024-10-30;1M;11M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111185;2025-03-02;6M;Fijo;61542;61542;2018-09-30;2026-09-30;Actual/Actual;EURIBOR;EUR;Coste amortizado;61442;Flujos de saldo;61442;0.900;1.14;;;999999999999999.00;4.54;2900-12-31;;;2025-03-02;4M;365.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111186;2024-11-30;2M;Variable;228114;228114;2013-09-30;2034-09-30;Actual/365;EURIBOR;EUR;Valor razonable;228014;Otros ingresos;228014;1.830;0.68;EURIBOR;10M;999999999999999.00;4.25;2024-11-30;4M;2M;2024-11-30;10M;364.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111187;2025-01-30;7M;Fijo;451620;451620;2021-09-30;2033-09-30;Actual/360;EURIBOR;EUR;Coste amortizado;451520;P/G;451520;3.710;0.79;;;0.17;0.18;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111188;2024-10-30;9M;Variable;289605;289605;2012-09-30;2032-09-30;30/365;EURIBOR;EUR;Valor razonable;289505;Flujos de saldo;289505;0.310;1.29;EURIBOR;4M;999999999999999.00;999999999999999.00;2024-10-30;11M;5M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111189;2025-03-30;11M;Fijo;642064;642064;2023-09-30;2029-09-30;30/360;EURIBOR;EUR;Coste amortizado;641964;Otros ingresos;641964;1.320;0.87;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111190;2024-10-30;4M;Variable;59274;59274;2014-09-30;2028-09-30;Actual/365;EURIBOR;EUR;Valor razonable;59174;P/G;59174;0.860;0.16;EURIBOR;5M;999999999999999.00;999999999999999.00;2024-10-30;8M;7M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111191;2025-05-30;9M;Fijo;487345;487345;2022-09-30;2028-09-30;30/365;EURIBOR;EUR;Coste amortizado;487245;Flujos de saldo;487245;3.210;1.94;;;0.17;999999999999999.00;2900-12-31;;;2025-05-30;4M;410.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111192;2024-12-30;3M;Variable;371256;371256;2013-09-30;2032-09-30;Actual/Actual;EURIBOR;EUR;Valor razonable;371156;Otros ingresos;371156;3.830;1.48;EURIBOR;4M;0.04;999999999999999.00;2024-12-30;6M;6M;2024-12-30;9M;265.00;GRAN_EMPRESA;En curso;;999999999999999.00
