MI_FEC_DATO;NUM_SEC_AC;MI_FEC_LIQ_IN_D_C;MI_PER_LIQ_IN_D_C;MI_COD_INT_D;DUD_SDO_DOT_TOTAL;MI_SDO_DEU_N_VDO_P;MI_FEC_CONST;MI_FEC_VTO;MI_CONT_DIA;MI_CURVA_DES;COD_NUMRCO_MONEDA;MI_VALOR_CONT;MI_SDO_COST_AMOR;MI_CONT_VR;MI_SDO_VM;MI_PORC_IN_DEU_UL;MI_DIF_INT_DEU;MI_CRV_REV_INT_DEU;MI_FRE_REV_INT_DEU;MI_PORC_IN_MIN_DEU;MI_PORC_IN_MAX_DEU;MI_FEC_REV_INT_DEU;MI_PER_REV_INT_DEU;MI_LAG_REV_INT_DEU;MI_FEC_AMORT;MI_FREC_AMORT;MI_SDO_AMORT;SGM_LQ_LCR;COD_ECV_AC;MI_PRDO_CRCIA;MI_CRCIA
2024-09-30;1111111137;2024-10-30;2M;Fijo;413844;413844;2021-09-30;2028-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;413744;Flujos de saldo;413744;0.430;1.90;;;0.2;999999999999999.00;2900-12-31;;;2024-10-30;1M;318.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111138;2025-01-30;5M;Variable;313258;313258;2022-09-30;2036-09-30;Actual/360;EURIBOR;EUR;Valor razonable;313158;Otros ingresos;313158;0.660;0.30;EURIBOR;1M;0.08;999999999999999.00;2025-01-30;11M;4M;2025-01-30;2M;22.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111139;2024-11-30;3M;Fijo;294918;294918;2012-09-30;2030-09-30;30/365;EURIBOR;EUR;Coste amortizado;294818;P/G;294818;0.620;0.24;;;0.11;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111140;2024-10-30;9M;Variable;179799;179799;2013-09-30;2039-09-30;30/360;EURIBOR;EUR;Valor razonable;179699;Flujos de saldo;179699;1.060;0.15;EURIBOR;3M;999999999999999.00;4.89;2024-10-30;2M;5M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111141;2025-03-02;10M;Fijo;11220;11220;2015-09-30;2029-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;11120;Otros ingresos;11120;0.230;0.82;;;999999999999999.00;0.45;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111142;2025-03-02;5M;Variable;805768;805768;2022-09-30;2031-09-30;30/365;EURIBOR;EUR;Valor razonable;805668;P/G;805668;3.130;0.95;EURIBOR;11M;0.03;0.05;2025-03-02;10M;1M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111143;2024-12-30;4M;Fijo;683825;683825;2023-09-30;2033-09-30;Actual/Actual;EURIBOR;EUR;Coste amortizado;683725;Flujos de saldo;683725;1.380;1.81;;;999999999999999.00;999999999999999.00;2900-12-31;;;2024-12-30;6M;223.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111144;2025-05-30;10M;Variable;687361;687361;2009-09-30;2038-09-30;Actual/365;EURIBOR;EUR;Valor razonable;687261;Otros ingresos;687261;1.410;1.40;EURIBOR;5M;999999999999999.00;999999999999999.00;2025-05-30;1M;3M;2025-05-30;4M;60.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111145;2024-12-30;6M;Fijo;223542;223542;2020-09-30;2030-09-30;Actual/360;LIBOR;GBP;Coste amortizado;223442;P/G;223442;2.170;2.00;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111146;2024-10-30;9M;Variable;175897;175897;2018-09-30;2028-09-30;30/365;LIBOR;GBP;Valor razonable;175797;Flujos de saldo;175797;2.450;0.52;LIBOR;4M;0.13;999999999999999.00;2024-10-30;7M;10M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111147;2025-03-02;7M;Fijo;371338;371338;2018-09-30;2034-09-30;30/360;LIBOR;GBP;Coste amortizado;371238;Otros ingresos;371238;0.060;1.25;;;0.02;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111148;2025-03-30;6M;Variable;278043;278043;2016-09-30;2039-09-30;Actual/365;LIBOR;GBP;Valor razonable;277943;P/G;277943;4.050;1.08;LIBOR;4M;0.11;999999999999999.00;2025-03-30;5M;6M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111149;2024-10-30;1M;Fijo;660020;660020;2009-09-30;2034-09-30;30/365;LIBOR;GBP;Coste amortizado;659920;Flujos de saldo;659920;3.150;1.18;;;999999999999999.00;2.77;2900-12-31;;;2024-10-30;7M;61.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111150;2024-12-30;8M;Variable;940386;940386;2013-09-30;2026-09-30;Actual/Actual;LIBOR;GBP;Valor razonable;940286;Otros ingresos;940286;4.150;0.06;LIBOR;7M;999999999999999.00;2.55;2024-12-30;3M;4M;2024-12-30;8M;317.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111151;2025-04-30;7M;Fijo;50417;50417;2013-09-30;2033-09-30;Actual/365;LIBOR;GBP;Coste amortizado;50317;P/G;50317;0.300;1.13;;;0.19;5.11;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111152;2024-12-30;8M;Variable;168071;168071;2011-09-30;2029-09-30;Actual/360;LIBOR;GBP;Valor razonable;167971;Flujos de saldo;167971;3.680;1.67;LIBOR;6M;999999999999999.00;999999999999999.00;2024-12-30;10M;10M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111153;2024-10-30;5M;Fijo;427593;427593;2018-09-30;2037-09-30;30/365;LIBOR;GBP;Coste amortizado;427493;Otros ingresos;427493;1.520;1.21;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111154;2025-05-30;8M;Variable;753918;753918;2011-09-30;2029-09-30;30/360;LIBOR;GBP;Valor razonable;753818;P/G;753818;2.900;1.75;LIBOR;2M;999999999999999.00;999999999999999.00;2025-05-30;4M;1M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111155;2025-07-30;10M;Fijo;199864;199864;2010-09-30;2032-09-30;Actual/365;LIBOR;GBP;Coste amortizado;199764;Flujos de saldo;199764;4.440;0.44;;;0.03;999999999999999.00;2900-12-31;;;2025-07-30;8M;93.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111156;2025-01-30;4M;Variable;905728;905728;2018-09-30;2035-09-30;30/365;LIBOR;GBP;Valor razonable;905628;Otros ingresos;905628;2.270;1.81;LIBOR;3M;0.05;999999999999999.00;2025-01-30;4M;8M;2025-01-30;6M;226.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111157;2024-10-30;9M;Fijo;462475;462475;2010-09-30;2031-09-30;Actual/Actual;LIBOR;GBP;Coste amortizado;462375;P/G;462375;2.350;1.50;;;0.09;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111158;2024-12-30;6M;Variable;611210;611210;2012-09-30;2034-09-30;Actual/365;LIBOR;GBP;Valor razonable;611110;Flujos de saldo;611110;4.490;1.83;LIBOR;10M;999999999999999.00;3.64;2024-12-30;2M;9M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111159;2025-04-30;11M;Fijo;976049;976049;2018-09-30;2030-09-30;Actual/360;LIBOR;GBP;Coste amortizado;975949;Otros ingresos;975949;4.050;1.57;;;999999999999999.00;0.58;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111160;2025-01-30;6M;Variable;29140;29140;2015-09-30;2027-09-30;30/365;LIBOR;GBP;Valor razonable;29040;P/G;29040;3.200;0.37;LIBOR;10M;0.18;0.67;2025-01-30;4M;8M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111161;2024-10-30;5M;Fijo;409624;409624;2015-09-30;2026-09-30;30/360;LIBOR;GBP;Coste amortizado;409524;Flujos de saldo;409524;4.230;1.68;;;999999999999999.00;999999999999999.00;2900-12-31;;;2024-10-30;7M;754.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111162;2025-04-30;10M;Variable;100404;100404;2018-09-30;2027-09-30;Actual/365;LIBOR;GBP;Valor razonable;100304;Otros ingresos;100304;4.990;0.64;LIBOR;7M;999999999999999.00;999999999999999.00;2025-04-30;6M;11M;2025-04-30;4M;986.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111163;2025-05-30;8M;Fijo;653601;653601;2015-09-30;2033-09-30;30/365;LIBOR;GBP;Coste amortizado;653501;P/G;653501;3.470;0.27;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111164;2025-03-02;5M;Variable;386538;386538;2011-09-30;2038-09-30;Actual/Actual;LIBOR;GBP;Valor razonable;386438;Flujos de saldo;386438;4.720;0.66;LIBOR;9M;0.09;999999999999999.00;2025-03-02;11M;7M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111165;2024-12-30;3M;Fijo;233047;233047;2016-09-30;2038-09-30;Actual/365;LIBOR;GBP;Coste amortizado;232947;Otros ingresos;232947;0.430;1.25;;;0.11;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111166;2025-07-30;10M;Variable;274924;274924;2009-09-30;2034-09-30;Actual/360;LIBOR;GBP;Valor razonable;274824;P/G;274824;3.300;1.93;LIBOR;2M;0.04;999999999999999.00;2025-07-30;2M;2M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111167;2025-04-30;10M;Fijo;212721;212721;2018-09-30;2033-09-30;30/365;LIBOR;GBP;Coste amortizado;212621;Flujos de saldo;212621;2.060;1.60;;;999999999999999.00;4.49;2900-12-31;;;2025-04-30;5M;607.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111168;2024-12-30;10M;Variable;718016;718016;2023-09-30;2032-09-30;30/360;LIBOR;GBP;Valor razonable;717916;Otros ingresos;717916;4.120;0.15;LIBOR;5M;999999999999999.00;0.39;2024-12-30;8M;4M;2024-12-30;4M;245.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111169;2025-01-30;4M;Fijo;819587;819587;2014-09-30;2036-09-30;Actual/365;LIBOR;GBP;Coste amortizado;819487;P/G;819487;4.070;1.70;;;0.04;4.34;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111170;2024-12-30;3M;Variable;746984;746984;2015-09-30;2036-09-30;30/365;LIBOR;GBP;Valor razonable;746884;Flujos de saldo;746884;0.600;1.12;LIBOR;7M;999999999999999.00;999999999999999.00;2024-12-30;10M;4M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111171;2025-06-30;11M;Fijo;533704;533704;2013-09-30;2032-09-30;Actual/Actual;LIBOR;GBP;Coste amortizado;533604;Otros ingresos;533604;0.410;1.04;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111172;2024-10-30;2M;Variable;594198;594198;2013-09-30;2039-09-30;Actual/365;LIBOR;GBP;Valor razonable;594098;P/G;594098;3.730;0.09;LIBOR;11M;999999999999999.00;999999999999999.00;2024-10-30;1M;3M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111173;2024-11-30;5M;Fijo;412288;412288;2023-09-30;2038-09-30;Actual/360;LIBOR;GBP;Coste amortizado;412188;Flujos de saldo;412188;2.080;0.08;;;0.03;999999999999999.00;2900-12-31;;;2024-11-30;11M;644.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111174;2024-10-30;2M;Variable;792264;792264;2021-09-30;2027-09-30;30/365;LIBOR;GBP;Valor razonable;792164;Otros ingresos;792164;3.740;1.25;LIBOR;9M;0.06;999999999999999.00;2024-10-30;1M;3M;2024-10-30;4M;521.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111175;2025-03-02;11M;Fijo;857786;857786;2018-09-30;2028-09-30;30/360;LIBOR;GBP;Coste amortizado;857686;P/G;857686;0.270;1.44;;;0.07;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111176;2024-11-30;3M;Variable;731099;731099;2009-09-30;2036-09-30;Actual/365;LIBOR;GBP;Valor razonable;730999;Flujos de saldo;730999;0.610;1.95;LIBOR;4M;999999999999999.00;3.6;2024-11-30;11M;11M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111177;2024-11-30;2M;Fijo;741990;741990;2020-09-30;2036-09-30;30/365;LIBOR;GBP;Coste amortizado;741890;Otros ingresos;741890;3.600;1.37;;;999999999999999.00;3.85;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111178;2024-12-30;7M;Variable;413950;413950;2014-09-30;2035-09-30;Actual/Actual;LIBOR;GBP;Valor razonable;413850;P/G;413850;0.380;0.45;LIBOR;2M;0.1;2.21;2024-12-30;8M;6M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111179;2025-03-02;5M;Fijo;960824;960824;2012-09-30;2028-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;960724;Flujos de saldo;960724;2.590;2.00;;;999999999999999.00;999999999999999.00;2900-12-31;;;2025-03-02;2M;755.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111180;2025-03-30;8M;Variable;657986;657986;2017-09-30;2033-09-30;Actual/360;EURIBOR;EUR;Valor razonable;657886;Otros ingresos;657886;3.400;1.13;EURIBOR;4M;999999999999999.00;999999999999999.00;2025-03-30;2M;3M;2025-03-30;7M;159.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111181;2025-05-30;8M;Fijo;372128;372128;2014-09-30;2031-09-30;30/365;EURIBOR;EUR;Coste amortizado;372028;P/G;372028;4.380;1.39;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111182;2025-01-30;4M;Variable;165096;165096;2023-09-30;2031-09-30;30/360;EURIBOR;EUR;Valor razonable;164996;Flujos de saldo;164996;1.800;1.54;EURIBOR;2M;0.18;999999999999999.00;2025-01-30;8M;5M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111183;2024-11-30;4M;Fijo;575590;575590;2020-09-30;2034-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;575490;Otros ingresos;575490;0.970;0.96;;;0.05;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111184;2024-12-30;6M;Variable;303487;303487;2012-09-30;2038-09-30;30/365;EURIBOR;EUR;Valor razonable;303387;P/G;303387;3.630;0.85;EURIBOR;1M;0.06;999999999999999.00;2024-12-30;10M;11M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111185;2024-11-30;7M;Fijo;182444;182444;2013-09-30;2028-09-30;Actual/Actual;EURIBOR;EUR;Coste amortizado;182344;Flujos de saldo;182344;3.490;0.51;;;999999999999999.00;3.8;2900-12-31;;;2024-11-30;1M;546.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111186;2024-10-30;3M;Variable;725544;725544;2013-09-30;2025-09-30;Actual/365;EURIBOR;EUR;Valor razonable;725444;Otros ingresos;725444;0.290;0.81;EURIBOR;3M;999999999999999.00;0.48;2024-10-30;11M;1M;2024-10-30;7M;667.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111187;2025-01-30;9M;Fijo;517484;517484;2009-09-30;2028-09-30;Actual/360;EURIBOR;EUR;Coste amortizado;517384;P/G;517384;1.910;0.68;;;0.12;3.52;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111188;2025-03-30;8M;Variable;333829;333829;2015-09-30;2026-09-30;30/365;EURIBOR;EUR;Valor razonable;333729;Flujos de saldo;333729;4.070;0.27;EURIBOR;1M;999999999999999.00;999999999999999.00;2025-03-30;9M;10M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111189;2024-10-30;1M;Fijo;338007;338007;2018-09-30;2031-09-30;30/360;EURIBOR;EUR;Coste amortizado;337907;Otros ingresos;337907;3.940;0.09;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111190;2024-10-30;2M;Variable;287245;287245;2009-09-30;2027-09-30;Actual/365;EURIBOR;EUR;Valor razonable;287145;P/G;287145;0.530;1.16;EURIBOR;1M;999999999999999.00;999999999999999.00;2024-10-30;7M;9M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111191;2024-10-30;9M;Fijo;386668;386668;2009-09-30;2032-09-30;30/365;EURIBOR;EUR;Coste amortizado;386568;Flujos de saldo;386568;0.390;1.00;;;0.09;999999999999999.00;2900-12-31;;;2024-10-30;6M;84.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111192;2024-11-30;11M;Variable;668784;668784;2016-09-30;2033-09-30;Actual/Actual;EURIBOR;EUR;Valor razonable;668684;Otros ingresos;668684;0.370;0.48;EURIBOR;10M;0.13;999999999999999.00;2024-11-30;9M;9M;2024-11-30;10M;790.00;GRAN_EMPRESA;En curso;;999999999999999.00
