MI_FEC_DATO;NUM_SEC_AC;MI_FEC_LIQ_IN_D_C;MI_PER_LIQ_IN_D_C;MI_COD_INT_D;DUD_SDO_DOT_TOTAL;MI_SDO_DEU_N_VDO_P;MI_FEC_CONST;MI_FEC_VTO;MI_CONT_DIA;MI_CURVA_DES;COD_NUMRCO_MONEDA;MI_VALOR_CONT;MI_SDO_COST_AMOR;MI_CONT_VR;MI_SDO_VM;MI_PORC_IN_DEU_UL;MI_DIF_INT_DEU;MI_CRV_REV_INT_DEU;MI_FRE_REV_INT_DEU;MI_PORC_IN_MIN_DEU;MI_PORC_IN_MAX_DEU;MI_FEC_REV_INT_DEU;MI_PER_REV_INT_DEU;MI_LAG_REV_INT_DEU;MI_FEC_AMORT;MI_FREC_AMORT;MI_SDO_AMORT;SGM_LQ_LCR;COD_ECV_AC;MI_PRDO_CRCIA;MI_CRCIA
2024-09-30;1111111137;2024-12-30;9M;Fijo;534961;534961;2021-09-30;2032-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;534861;Flujos de saldo;534861;2.480;1.58;;;0.13;999999999999999.00;2900-12-31;;;2024-12-30;3M;761.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111138;2024-10-30;3M;Variable;366110;366110;2017-09-30;2037-09-30;Actual/360;EURIBOR;EUR;Valor razonable;366010;Otros ingresos;366010;4.030;0.13;EURIBOR;3M;0.1;999999999999999.00;2024-10-30;2M;8M;2024-10-30;7M;392.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111139;2025-04-30;11M;Fijo;281690;281690;2019-09-30;2031-09-30;30/365;EURIBOR;EUR;Coste amortizado;281590;P/G;281590;0.310;1.49;;;0.12;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111140;2025-04-30;11M;Variable;303587;303587;2011-09-30;2034-09-30;30/360;EURIBOR;EUR;Valor razonable;303487;Flujos de saldo;303487;1.760;1.61;EURIBOR;5M;999999999999999.00;1.88;2025-04-30;5M;3M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111141;2025-03-30;9M;Fijo;269270;269270;2017-09-30;2027-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;269170;Otros ingresos;269170;0.680;0.67;;;999999999999999.00;1.07;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111142;2024-12-30;7M;Variable;859552;859552;2023-09-30;2034-09-30;30/365;EURIBOR;EUR;Valor razonable;859452;P/G;859452;1.360;1.45;EURIBOR;10M;0.09;2.62;2024-12-30;3M;1M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111143;2024-11-30;8M;Fijo;621439;621439;2013-09-30;2028-09-30;Actual/Actual;EURIBOR;EUR;Coste amortizado;621339;Flujos de saldo;621339;1.240;1.56;;;999999999999999.00;999999999999999.00;2900-12-31;;;2024-11-30;10M;570.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111144;2024-11-30;2M;Variable;923007;923007;2022-09-30;2035-09-30;Actual/365;EURIBOR;EUR;Valor razonable;922907;Otros ingresos;922907;0.780;1.34;EURIBOR;11M;999999999999999.00;999999999999999.00;2024-11-30;5M;6M;2024-11-30;9M;287.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111145;2024-10-30;10M;Fijo;159550;159550;2016-09-30;2027-09-30;Actual/360;LIBOR;GBP;Coste amortizado;159450;P/G;159450;3.130;0.72;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111146;2025-01-30;6M;Variable;590672;590672;2019-09-30;2038-09-30;30/365;LIBOR;GBP;Valor razonable;590572;Flujos de saldo;590572;1.920;0.74;LIBOR;5M;0.03;999999999999999.00;2025-01-30;1M;7M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111147;2024-10-30;2M;Fijo;664654;664654;2010-09-30;2025-09-30;30/360;LIBOR;GBP;Coste amortizado;664554;Otros ingresos;664554;2.620;0.44;;;0.1;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111148;2025-07-30;11M;Variable;920776;920776;2021-09-30;2032-09-30;Actual/365;LIBOR;GBP;Valor razonable;920676;P/G;920676;3.270;0.72;LIBOR;1M;0.06;999999999999999.00;2025-07-30;6M;3M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111149;2024-12-30;5M;Fijo;877776;877776;2012-09-30;2038-09-30;30/365;LIBOR;GBP;Coste amortizado;877676;Flujos de saldo;877676;3.980;0.21;;;999999999999999.00;4.17;2900-12-31;;;2024-12-30;5M;229.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111150;2025-03-02;6M;Variable;407035;407035;2016-09-30;2028-09-30;Actual/Actual;LIBOR;GBP;Valor razonable;406935;Otros ingresos;406935;4.670;1.02;LIBOR;3M;999999999999999.00;0.49;2025-03-02;4M;8M;2025-03-02;11M;505.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111151;2025-01-30;5M;Fijo;82493;82493;2014-09-30;2038-09-30;Actual/365;LIBOR;GBP;Coste amortizado;82393;P/G;82393;3.010;0.65;;;0.03;4.05;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111152;2024-10-30;6M;Variable;430090;430090;2010-09-30;2036-09-30;Actual/360;LIBOR;GBP;Valor razonable;429990;Flujos de saldo;429990;3.460;1.19;LIBOR;9M;999999999999999.00;999999999999999.00;2024-10-30;2M;10M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111153;2024-11-30;5M;Fijo;176257;176257;2016-09-30;2038-09-30;30/365;LIBOR;GBP;Coste amortizado;176157;Otros ingresos;176157;2.930;1.96;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111154;2024-12-30;3M;Variable;486591;486591;2016-09-30;2029-09-30;30/360;LIBOR;GBP;Valor razonable;486491;P/G;486491;1.370;1.45;LIBOR;7M;999999999999999.00;999999999999999.00;2024-12-30;9M;10M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111155;2024-12-30;3M;Fijo;679136;679136;2010-09-30;2032-09-30;Actual/365;LIBOR;GBP;Coste amortizado;679036;Flujos de saldo;679036;1.780;1.37;;;0.05;999999999999999.00;2900-12-31;;;2024-12-30;6M;614.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111156;2025-01-30;5M;Variable;682478;682478;2011-09-30;2038-09-30;30/365;LIBOR;GBP;Valor razonable;682378;Otros ingresos;682378;3.440;1.50;LIBOR;3M;0.2;999999999999999.00;2025-01-30;5M;7M;2025-01-30;8M;345.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111157;2025-06-30;10M;Fijo;226822;226822;2020-09-30;2026-09-30;Actual/Actual;LIBOR;GBP;Coste amortizado;226722;P/G;226722;3.190;0.98;;;0.2;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111158;2025-04-30;9M;Variable;124827;124827;2022-09-30;2033-09-30;Actual/365;LIBOR;GBP;Valor razonable;124727;Flujos de saldo;124727;3.160;1.91;LIBOR;9M;999999999999999.00;4.83;2025-04-30;11M;10M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111159;2025-04-30;10M;Fijo;854363;854363;2018-09-30;2032-09-30;Actual/360;LIBOR;GBP;Coste amortizado;854263;Otros ingresos;854263;2.100;0.87;;;999999999999999.00;4.74;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111160;2024-12-30;4M;Variable;863360;863360;2021-09-30;2039-09-30;30/365;LIBOR;GBP;Valor razonable;863260;P/G;863260;1.400;1.49;LIBOR;11M;0.13;0.6;2024-12-30;7M;10M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111161;2025-01-30;8M;Fijo;135159;135159;2013-09-30;2027-09-30;30/360;LIBOR;GBP;Coste amortizado;135059;Flujos de saldo;135059;4.260;0.03;;;999999999999999.00;999999999999999.00;2900-12-31;;;2025-01-30;8M;871.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111162;2025-03-02;6M;Variable;578595;578595;2009-09-30;2029-09-30;Actual/365;LIBOR;GBP;Valor razonable;578495;Otros ingresos;578495;1.000;1.38;LIBOR;4M;999999999999999.00;999999999999999.00;2025-03-02;9M;7M;2025-03-02;4M;581.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111163;2025-04-30;11M;Fijo;500918;500918;2010-09-30;2033-09-30;30/365;LIBOR;GBP;Coste amortizado;500818;P/G;500818;1.080;1.27;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111164;2025-04-30;7M;Variable;341074;341074;2009-09-30;2027-09-30;Actual/Actual;LIBOR;GBP;Valor razonable;340974;Flujos de saldo;340974;2.900;0.83;LIBOR;11M;0.05;999999999999999.00;2025-04-30;4M;11M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111165;2024-12-30;7M;Fijo;763528;763528;2012-09-30;2039-09-30;Actual/365;LIBOR;GBP;Coste amortizado;763428;Otros ingresos;763428;2.570;1.89;;;0.2;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111166;2024-10-30;1M;Variable;583961;583961;2023-09-30;2038-09-30;Actual/360;LIBOR;GBP;Valor razonable;583861;P/G;583861;0.340;0.77;LIBOR;11M;0.09;999999999999999.00;2024-10-30;7M;10M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111167;2025-01-30;6M;Fijo;758308;758308;2012-09-30;2032-09-30;30/365;LIBOR;GBP;Coste amortizado;758208;Flujos de saldo;758208;2.610;0.28;;;999999999999999.00;3.64;2900-12-31;;;2025-01-30;1M;386.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111168;2025-07-30;10M;Variable;198685;198685;2019-09-30;2032-09-30;30/360;LIBOR;GBP;Valor razonable;198585;Otros ingresos;198585;4.360;0.94;LIBOR;10M;999999999999999.00;1.4;2025-07-30;6M;1M;2025-07-30;11M;294.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111169;2025-07-30;10M;Fijo;413189;413189;2023-09-30;2031-09-30;Actual/365;LIBOR;GBP;Coste amortizado;413089;P/G;413089;4.780;0.02;;;0.08;3.41;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111170;2024-10-30;3M;Variable;116581;116581;2013-09-30;2039-09-30;30/365;LIBOR;GBP;Valor razonable;116481;Flujos de saldo;116481;2.520;1.56;LIBOR;4M;999999999999999.00;999999999999999.00;2024-10-30;4M;7M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111171;2025-01-30;7M;Fijo;832326;832326;2016-09-30;2037-09-30;Actual/Actual;LIBOR;GBP;Coste amortizado;832226;Otros ingresos;832226;2.130;0.71;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111172;2024-10-30;6M;Variable;307558;307558;2011-09-30;2030-09-30;Actual/365;LIBOR;GBP;Valor razonable;307458;P/G;307458;3.520;0.19;LIBOR;6M;999999999999999.00;999999999999999.00;2024-10-30;3M;4M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111173;2024-12-30;3M;Fijo;940668;940668;2020-09-30;2039-09-30;Actual/360;LIBOR;GBP;Coste amortizado;940568;Flujos de saldo;940568;2.560;0.98;;;0.07;999999999999999.00;2900-12-31;;;2024-12-30;4M;81.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111174;2024-12-30;5M;Variable;942610;942610;2009-09-30;2034-09-30;30/365;LIBOR;GBP;Valor razonable;942510;Otros ingresos;942510;1.050;1.91;LIBOR;10M;0.15;999999999999999.00;2024-12-30;2M;7M;2024-12-30;11M;126.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111175;2024-11-30;2M;Fijo;368996;368996;2021-09-30;2039-09-30;30/360;LIBOR;GBP;Coste amortizado;368896;P/G;368896;1.490;1.76;;;0.02;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111176;2025-03-30;7M;Variable;379927;379927;2011-09-30;2034-09-30;Actual/365;LIBOR;GBP;Valor razonable;379827;Flujos de saldo;379827;3.380;1.11;LIBOR;2M;999999999999999.00;1.53;2025-03-30;3M;3M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111177;2024-11-30;4M;Fijo;648706;648706;2019-09-30;2030-09-30;30/365;LIBOR;GBP;Coste amortizado;648606;Otros ingresos;648606;0.670;0.52;;;999999999999999.00;0.77;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111178;2024-10-30;7M;Variable;149096;149096;2013-09-30;2030-09-30;Actual/Actual;LIBOR;GBP;Valor razonable;148996;P/G;148996;3.270;0.38;LIBOR;9M;0.19;4.71;2024-10-30;10M;7M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111179;2025-03-02;6M;Fijo;126963;126963;2014-09-30;2034-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;126863;Flujos de saldo;126863;0.450;0.65;;;999999999999999.00;999999999999999.00;2900-12-31;;;2025-03-02;1M;570.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111180;2025-01-30;4M;Variable;539307;539307;2020-09-30;2034-09-30;Actual/360;EURIBOR;EUR;Valor razonable;539207;Otros ingresos;539207;4.200;0.02;EURIBOR;5M;999999999999999.00;999999999999999.00;2025-01-30;2M;5M;2025-01-30;9M;494.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111181;2025-04-30;9M;Fijo;699976;699976;2014-09-30;2037-09-30;30/365;EURIBOR;EUR;Coste amortizado;699876;P/G;699876;1.330;0.91;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111182;2024-10-30;4M;Variable;736824;736824;2015-09-30;2030-09-30;30/360;EURIBOR;EUR;Valor razonable;736724;Flujos de saldo;736724;1.190;0.46;EURIBOR;10M;0.09;999999999999999.00;2024-10-30;3M;11M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111183;2024-10-30;5M;Fijo;407099;407099;2022-09-30;2039-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;406999;Otros ingresos;406999;2.020;1.55;;;0.13;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111184;2024-11-30;2M;Variable;773773;773773;2020-09-30;2032-09-30;30/365;EURIBOR;EUR;Valor razonable;773673;P/G;773673;3.240;1.38;EURIBOR;11M;0.06;999999999999999.00;2024-11-30;3M;9M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111185;2025-04-30;7M;Fijo;733607;733607;2011-09-30;2033-09-30;Actual/Actual;EURIBOR;EUR;Coste amortizado;733507;Flujos de saldo;733507;4.450;0.68;;;999999999999999.00;2.19;2900-12-31;;;2025-04-30;11M;928.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111186;2025-01-30;7M;Variable;251209;251209;2018-09-30;2038-09-30;Actual/365;EURIBOR;EUR;Valor razonable;251109;Otros ingresos;251109;1.930;0.92;EURIBOR;3M;999999999999999.00;3.82;2025-01-30;11M;11M;2025-01-30;1M;626.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111187;2025-04-30;9M;Fijo;402273;402273;2010-09-30;2035-09-30;Actual/360;EURIBOR;EUR;Coste amortizado;402173;P/G;402173;1.640;1.08;;;0.15;1.33;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111188;2025-03-02;5M;Variable;424932;424932;2018-09-30;2030-09-30;30/365;EURIBOR;EUR;Valor razonable;424832;Flujos de saldo;424832;1.410;0.56;EURIBOR;3M;999999999999999.00;999999999999999.00;2025-03-02;8M;10M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111189;2025-04-30;8M;Fijo;535737;535737;2015-09-30;2033-09-30;30/360;EURIBOR;EUR;Coste amortizado;535637;Otros ingresos;535637;0.660;1.17;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111190;2025-04-30;8M;Variable;670407;670407;2015-09-30;2030-09-30;Actual/365;EURIBOR;EUR;Valor razonable;670307;P/G;670307;1.960;0.33;EURIBOR;3M;999999999999999.00;999999999999999.00;2025-04-30;4M;5M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111191;2024-10-30;2M;Fijo;628788;628788;2017-09-30;2026-09-30;30/365;EURIBOR;EUR;Coste amortizado;628688;Flujos de saldo;628688;2.030;0.50;;;0.02;999999999999999.00;2900-12-31;;;2024-10-30;4M;732.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111192;2025-03-02;7M;Variable;291451;291451;2011-09-30;2032-09-30;Actual/Actual;EURIBOR;EUR;Valor razonable;291351;Otros ingresos;291351;1.850;0.49;EURIBOR;6M;0.2;999999999999999.00;2025-03-02;11M;10M;2025-03-02;8M;726.00;GRAN_EMPRESA;En curso;;999999999999999.00
