MI_FEC_DATO;NUM_SEC_AC;MI_FEC_LIQ_IN_D_C;MI_PER_LIQ_IN_D_C;MI_COD_INT_D;DUD_SDO_DOT_TOTAL;MI_SDO_DEU_N_VDO_P;MI_FEC_CONST;MI_FEC_VTO;MI_CONT_DIA;MI_CURVA_DES;COD_NUMRCO_MONEDA;MI_VALOR_CONT;MI_SDO_COST_AMOR;MI_CONT_VR;MI_SDO_VM;MI_PORC_IN_DEU_UL;MI_DIF_INT_DEU;MI_CRV_REV_INT_DEU;MI_FRE_REV_INT_DEU;MI_PORC_IN_MIN_DEU;MI_PORC_IN_MAX_DEU;MI_FEC_REV_INT_DEU;MI_PER_REV_INT_DEU;MI_LAG_REV_INT_DEU;MI_FEC_AMORT;MI_FREC_AMORT;MI_SDO_AMORT;SGM_LQ_LCR;COD_ECV_AC;MI_PRDO_CRCIA;MI_CRCIA
2024-09-30;1111111137;2025-05-30;8M;Fijo;50794;50794;2021-09-30;2037-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;50694;Flujos de saldo;50694;2.830;0.18;;;0.14;999999999999999.00;2900-12-31;;;2025-05-30;6M;217.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111138;2025-03-02;6M;Variable;395927;395927;2022-09-30;2039-09-30;Actual/360;EURIBOR;EUR;Valor razonable;395827;Otros ingresos;395827;1.310;0.72;EURIBOR;9M;0.04;999999999999999.00;2025-03-02;8M;9M;2025-03-02;10M;233.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111139;2024-10-30;2M;Fijo;415053;415053;2009-09-30;2032-09-30;30/365;EURIBOR;EUR;Coste amortizado;414953;P/G;414953;1.080;0.44;;;0.15;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111140;2024-12-30;7M;Variable;921052;921052;2018-09-30;2029-09-30;30/360;EURIBOR;EUR;Valor razonable;920952;Flujos de saldo;920952;3.220;0.13;EURIBOR;6M;999999999999999.00;0.77;2024-12-30;1M;8M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111141;2025-05-30;10M;Fijo;653990;653990;2019-09-30;2033-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;653890;Otros ingresos;653890;2.220;0.16;;;999999999999999.00;0.35;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111142;2024-12-30;6M;Variable;463492;463492;2010-09-30;2036-09-30;30/365;EURIBOR;EUR;Valor razonable;463392;P/G;463392;3.510;1.25;EURIBOR;2M;0.19;3.16;2024-12-30;1M;9M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111143;2024-10-30;3M;Fijo;475216;475216;2015-09-30;2037-09-30;Actual/Actual;EURIBOR;EUR;Coste amortizado;475116;Flujos de saldo;475116;1.690;0.73;;;999999999999999.00;999999999999999.00;2900-12-31;;;2024-10-30;3M;695.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111144;2024-11-30;7M;Variable;675959;675959;2023-09-30;2038-09-30;Actual/365;EURIBOR;EUR;Valor razonable;675859;Otros ingresos;675859;1.510;1.44;EURIBOR;10M;999999999999999.00;999999999999999.00;2024-11-30;9M;9M;2024-11-30;9M;152.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111145;2024-10-30;1M;Fijo;632139;632139;2016-09-30;2035-09-30;Actual/360;LIBOR;GBP;Coste amortizado;632039;P/G;632039;1.200;1.33;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111146;2024-12-30;3M;Variable;549828;549828;2021-09-30;2029-09-30;30/365;LIBOR;GBP;Valor razonable;549728;Flujos de saldo;549728;3.960;1.34;LIBOR;6M;0.06;999999999999999.00;2024-12-30;11M;3M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111147;2025-04-30;7M;Fijo;199746;199746;2017-09-30;2039-09-30;30/360;LIBOR;GBP;Coste amortizado;199646;Otros ingresos;199646;1.430;1.11;;;0.15;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111148;2025-03-02;7M;Variable;350168;350168;2011-09-30;2030-09-30;Actual/365;LIBOR;GBP;Valor razonable;350068;P/G;350068;4.740;1.56;LIBOR;10M;0.15;999999999999999.00;2025-03-02;4M;10M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111149;2024-12-30;10M;Fijo;18374;18374;2009-09-30;2034-09-30;30/365;LIBOR;GBP;Coste amortizado;18274;Flujos de saldo;18274;4.440;1.47;;;999999999999999.00;2.28;2900-12-31;;;2024-12-30;11M;447.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111150;2024-12-30;6M;Variable;940753;940753;2011-09-30;2030-09-30;Actual/Actual;LIBOR;GBP;Valor razonable;940653;Otros ingresos;940653;3.690;0.35;LIBOR;6M;999999999999999.00;4.97;2024-12-30;3M;5M;2024-12-30;3M;246.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111151;2024-11-30;10M;Fijo;852407;852407;2020-09-30;2030-09-30;Actual/365;LIBOR;GBP;Coste amortizado;852307;P/G;852307;0.160;1.75;;;0.18;3.62;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111152;2024-10-30;2M;Variable;279846;279846;2013-09-30;2025-09-30;Actual/360;LIBOR;GBP;Valor razonable;279746;Flujos de saldo;279746;4.620;0.64;LIBOR;6M;999999999999999.00;999999999999999.00;2024-10-30;1M;3M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111153;2024-10-30;8M;Fijo;880447;880447;2021-09-30;2033-09-30;30/365;LIBOR;GBP;Coste amortizado;880347;Otros ingresos;880347;1.190;1.77;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111154;2024-10-30;11M;Variable;622941;622941;2017-09-30;2033-09-30;30/360;LIBOR;GBP;Valor razonable;622841;P/G;622841;3.940;0.77;LIBOR;11M;999999999999999.00;999999999999999.00;2024-10-30;5M;10M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111155;2025-01-30;4M;Fijo;852954;852954;2023-09-30;2030-09-30;Actual/365;LIBOR;GBP;Coste amortizado;852854;Flujos de saldo;852854;3.120;1.89;;;0.15;999999999999999.00;2900-12-31;;;2025-01-30;5M;817.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111156;2024-12-30;3M;Variable;128436;128436;2010-09-30;2037-09-30;30/365;LIBOR;GBP;Valor razonable;128336;Otros ingresos;128336;2.930;1.31;LIBOR;3M;0.19;999999999999999.00;2024-12-30;10M;8M;2024-12-30;2M;337.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111157;2025-03-02;5M;Fijo;267259;267259;2021-09-30;2032-09-30;Actual/Actual;LIBOR;GBP;Coste amortizado;267159;P/G;267159;3.970;1.85;;;0.07;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111158;2025-04-30;9M;Variable;541308;541308;2014-09-30;2028-09-30;Actual/365;LIBOR;GBP;Valor razonable;541208;Flujos de saldo;541208;3.960;0.16;LIBOR;6M;999999999999999.00;4.28;2025-04-30;1M;8M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111159;2024-12-30;7M;Fijo;261008;261008;2009-09-30;2039-09-30;Actual/360;LIBOR;GBP;Coste amortizado;260908;Otros ingresos;260908;1.920;1.50;;;999999999999999.00;3.01;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111160;2025-03-30;8M;Variable;782078;782078;2015-09-30;2028-09-30;30/365;LIBOR;GBP;Valor razonable;781978;P/G;781978;2.750;0.05;LIBOR;1M;0.09;3.25;2025-03-30;2M;5M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111161;2024-12-30;11M;Fijo;766904;766904;2013-09-30;2033-09-30;30/360;LIBOR;GBP;Coste amortizado;766804;Flujos de saldo;766804;2.400;1.78;;;999999999999999.00;999999999999999.00;2900-12-31;;;2024-12-30;3M;623.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111162;2024-11-30;2M;Variable;883257;883257;2021-09-30;2031-09-30;Actual/365;LIBOR;GBP;Valor razonable;883157;Otros ingresos;883157;0.350;0.37;LIBOR;10M;999999999999999.00;999999999999999.00;2024-11-30;8M;10M;2024-11-30;9M;947.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111163;2025-07-30;11M;Fijo;29304;29304;2011-09-30;2028-09-30;30/365;LIBOR;GBP;Coste amortizado;29204;P/G;29204;4.420;0.90;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111164;2025-03-30;10M;Variable;93272;93272;2010-09-30;2035-09-30;Actual/Actual;LIBOR;GBP;Valor razonable;93172;Flujos de saldo;93172;3.230;0.06;LIBOR;11M;0.02;999999999999999.00;2025-03-30;5M;10M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111165;2024-10-30;1M;Fijo;36080;36080;2014-09-30;2025-09-30;Actual/365;LIBOR;GBP;Coste amortizado;35980;Otros ingresos;35980;0.970;1.15;;;0.18;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111166;2024-12-30;5M;Variable;407841;407841;2019-09-30;2027-09-30;Actual/360;LIBOR;GBP;Valor razonable;407741;P/G;407741;1.290;1.82;LIBOR;4M;0.11;999999999999999.00;2024-12-30;5M;2M;2900-12-31;;999999999999999.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111167;2025-04-30;10M;Fijo;132009;132009;2018-09-30;2029-09-30;30/365;LIBOR;GBP;Coste amortizado;131909;Flujos de saldo;131909;0.690;1.73;;;999999999999999.00;4.61;2900-12-31;;;2025-04-30;6M;353.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111168;2025-04-30;8M;Variable;17535;17535;2011-09-30;2026-09-30;30/360;LIBOR;GBP;Valor razonable;17435;Otros ingresos;17435;4.830;0.18;LIBOR;1M;999999999999999.00;2.94;2025-04-30;2M;9M;2025-04-30;10M;422.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111169;2024-10-30;3M;Fijo;278993;278993;2014-09-30;2037-09-30;Actual/365;LIBOR;GBP;Coste amortizado;278893;P/G;278893;3.840;0.77;;;0.06;1.54;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111170;2024-12-30;7M;Variable;388870;388870;2019-09-30;2036-09-30;30/365;LIBOR;GBP;Valor razonable;388770;Flujos de saldo;388770;1.160;1.37;LIBOR;2M;999999999999999.00;999999999999999.00;2024-12-30;6M;6M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111171;2024-11-30;2M;Fijo;533143;533143;2013-09-30;2025-09-30;Actual/Actual;LIBOR;GBP;Coste amortizado;533043;Otros ingresos;533043;3.190;0.35;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111172;2024-10-30;9M;Variable;375388;375388;2018-09-30;2036-09-30;Actual/365;LIBOR;GBP;Valor razonable;375288;P/G;375288;0.840;1.70;LIBOR;4M;999999999999999.00;999999999999999.00;2024-10-30;9M;3M;2900-12-31;;999999999999999.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111173;2025-03-30;10M;Fijo;588753;588753;2018-09-30;2030-09-30;Actual/360;LIBOR;GBP;Coste amortizado;588653;Flujos de saldo;588653;1.610;1.81;;;0.2;999999999999999.00;2900-12-31;;;2025-03-30;4M;950.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111174;2025-03-02;6M;Variable;867714;867714;2023-09-30;2039-09-30;30/365;LIBOR;GBP;Valor razonable;867614;Otros ingresos;867614;4.400;0.13;LIBOR;2M;0.14;999999999999999.00;2025-03-02;5M;3M;2025-03-02;8M;221.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111175;2025-04-30;10M;Fijo;746135;746135;2020-09-30;2032-09-30;30/360;LIBOR;GBP;Coste amortizado;746035;P/G;746035;3.960;0.05;;;0.14;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111176;2025-05-30;8M;Variable;381924;381924;2010-09-30;2029-09-30;Actual/365;LIBOR;GBP;Valor razonable;381824;Flujos de saldo;381824;1.610;0.01;LIBOR;3M;999999999999999.00;0.61;2025-05-30;11M;8M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111177;2024-10-30;1M;Fijo;444821;444821;2009-09-30;2032-09-30;30/365;LIBOR;GBP;Coste amortizado;444721;Otros ingresos;444721;1.730;0.92;;;999999999999999.00;2.06;2900-12-31;;;2900-12-31;;999999999999999.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111178;2024-11-30;2M;Variable;137272;137272;2009-09-30;2038-09-30;Actual/Actual;LIBOR;GBP;Valor razonable;137172;P/G;137172;3.300;1.67;LIBOR;8M;0.13;4.33;2024-11-30;3M;7M;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111179;2024-10-30;3M;Fijo;9398;9398;2015-09-30;2032-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;9298;Flujos de saldo;9298;1.600;0.67;;;999999999999999.00;999999999999999.00;2900-12-31;;;2024-10-30;9M;634.00;PEQUEÑA_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111180;2024-12-30;8M;Variable;345123;345123;2014-09-30;2033-09-30;Actual/360;EURIBOR;EUR;Valor razonable;345023;Otros ingresos;345023;4.670;1.45;EURIBOR;5M;999999999999999.00;999999999999999.00;2024-12-30;10M;1M;2024-12-30;1M;439.00;PERSONA;En curso;;999999999999999.00
2024-09-30;1111111181;2024-10-30;7M;Fijo;906546;906546;2023-09-30;2032-09-30;30/365;EURIBOR;EUR;Coste amortizado;906446;P/G;906446;1.940;0.50;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111182;2025-01-30;6M;Variable;861159;861159;2018-09-30;2038-09-30;30/360;EURIBOR;EUR;Valor razonable;861059;Flujos de saldo;861059;1.480;0.37;EURIBOR;1M;0.02;999999999999999.00;2025-01-30;1M;5M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111183;2024-10-30;11M;Fijo;322831;322831;2018-09-30;2034-09-30;Actual/365;EURIBOR;EUR;Coste amortizado;322731;Otros ingresos;322731;3.870;1.54;;;0.2;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;GRAN_EMPRESA;En curso;;999999999999999.00
2024-09-30;1111111184;2024-10-30;1M;Variable;757575;757575;2011-09-30;2030-09-30;30/365;EURIBOR;EUR;Valor razonable;757475;P/G;757475;3.740;1.41;EURIBOR;9M;0.05;999999999999999.00;2024-10-30;9M;2M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111185;2025-07-30;10M;Fijo;424015;424015;2019-09-30;2039-09-30;Actual/Actual;EURIBOR;EUR;Coste amortizado;423915;Flujos de saldo;423915;4.970;0.40;;;999999999999999.00;3.49;2900-12-31;;;2025-07-30;8M;602.00;BCE;En curso;;999999999999999.00
2024-09-30;1111111186;2024-10-30;6M;Variable;133802;133802;2011-09-30;2025-09-30;Actual/365;EURIBOR;EUR;Valor razonable;133702;Otros ingresos;133702;3.850;0.46;EURIBOR;4M;999999999999999.00;4.74;2024-10-30;1M;6M;2024-10-30;11M;298.00;BDE;En curso;;999999999999999.00
2024-09-30;1111111187;2024-10-30;1M;Fijo;552385;552385;2017-09-30;2029-09-30;Actual/360;EURIBOR;EUR;Coste amortizado;552285;P/G;552285;1.900;1.48;;;0.08;3.92;2900-12-31;;;2900-12-31;;999999999999999.00;INST_BANCARIAS;En curso;;999999999999999.00
2024-09-30;1111111188;2025-03-30;9M;Variable;689325;689325;2011-09-30;2032-09-30;30/365;EURIBOR;EUR;Valor razonable;689225;Flujos de saldo;689225;0.530;0.35;EURIBOR;2M;999999999999999.00;999999999999999.00;2025-03-30;1M;9M;2900-12-31;;999999999999999.00;OTR_INST_FIN;En curso;;999999999999999.00
2024-09-30;1111111189;2024-10-30;1M;Fijo;276530;276530;2022-09-30;2025-09-30;30/360;EURIBOR;EUR;Coste amortizado;276430;Otros ingresos;276430;3.850;0.42;;;999999999999999.00;999999999999999.00;2900-12-31;;;2900-12-31;;999999999999999.00;ISFLSH;En curso;;999999999999999.00
2024-09-30;1111111190;2025-06-30;9M;Variable;529225;529225;2014-09-30;2034-09-30;Actual/365;EURIBOR;EUR;Valor razonable;529125;P/G;529125;3.560;1.43;EURIBOR;9M;999999999999999.00;999999999999999.00;2025-06-30;11M;6M;2900-12-31;;999999999999999.00;INST_PUBLICA;En curso;;999999999999999.00
2024-09-30;1111111191;2024-10-30;4M;Fijo;406030;406030;2017-09-30;2026-09-30;30/365;EURIBOR;EUR;Coste amortizado;405930;Flujos de saldo;405930;2.810;0.99;;;0.07;999999999999999.00;2900-12-31;;;2024-10-30;7M;997.00;OTR_INST_NO_FIN;En curso;;999999999999999.00
2024-09-30;1111111192;2025-01-30;5M;Variable;167409;167409;2018-09-30;2031-09-30;Actual/Actual;EURIBOR;EUR;Valor razonable;167309;Otros ingresos;167309;0.250;0.99;EURIBOR;7M;0.16;999999999999999.00;2025-01-30;11M;3M;2025-01-30;6M;216.00;GRAN_EMPRESA;En curso;;999999999999999.00
